,subj,echo,coil,diff_real,diff_imag,perc_real,perc_imag,std_real_orig,std_imag_orig,std_real_def,std_imag_def
72,83,3,9,3918.806640625,3999.388671875,43.759665116031556,44.46449657757787,6995.890625,6994.8720703125,10914.697265625,10994.2607421875
73,83,3,10,6966.9765625,7094.66796875,55.94541988291601,56.76133478135181,8969.6787109375,8951.787109375,15936.6552734375,16046.455078125
74,83,3,11,6150.048828125,6158.4580078125,50.56941937892837,50.59626668600787,9086.572265625,9092.5341796875,15236.62109375,15250.9921875
75,83,3,12,6333.08251953125,6150.63720703125,61.113952381625516,60.06988065476406,7196.20263671875,7163.81787109375,13529.28515625,13314.455078125
76,83,3,13,7187.3720703125,6994.1650390625,66.12338807896279,64.95914445060193,7275.951171875,7269.9384765625,14463.3232421875,14264.103515625
77,83,3,14,6046.203125,6032.326171875,53.22136349683271,53.18323573620242,8337.3798828125,8326.3701171875,14383.5830078125,14358.6962890625
78,83,3,15,8079.32470703125,7941.587890625,71.62210630182678,70.89416489507956,7240.82763671875,7231.2392578125,15320.15234375,15172.8271484375
79,83,3,16,6134.3115234375,6109.904296875,62.28680905309902,62.15254684655304,6781.3369140625,6775.544921875,12915.6484375,12885.44921875
80,83,3,17,1143.15966796875,1150.7578125,23.851974152722907,23.956991201664582,4221.1455078125,4228.05322265625,5364.30517578125,5378.81103515625
81,83,3,18,6498.64794921875,6457.03857421875,87.0054978100281,86.48805525706688,4219.91455078125,4237.29638671875,10718.5625,10694.3349609375
82,83,3,19,3511.8173828125,3515.55224609375,37.57810875401137,37.46773544899973,7589.4716796875,7625.10302734375,11101.2890625,11140.6552734375
83,83,3,20,7223.93798828125,7258.30322265625,72.31450504928851,72.46875946688361,6377.64208984375,6386.61669921875,13601.580078125,13644.919921875
84,83,3,21,9459.7255859375,9532.8837890625,66.51556607342947,66.91099388157221,9491.9599609375,9480.6689453125,18951.685546875,19013.552734375
85,83,3,22,2506.66796875,2493.0732421875,24.550972602167153,24.337566044150126,8956.7216796875,8997.1875,11463.3896484375,11490.2607421875
86,83,3,23,2736.05419921875,2903.88037109375,37.614733402045495,39.5272151475551,5905.86279296875,5894.59423828125,8641.9169921875,8798.474609375
87,83,3,24,730.0634765625,793.3779296875,10.594213227132103,11.402352725862077,6526.12158203125,6561.33056640625,7256.18505859375,7354.70849609375
88,83,3,25,3184.91259765625,3402.94970703125,42.30738296701793,44.55243388900595,5935.57373046875,5936.60302734375,9120.486328125,9339.552734375
89,83,3,26,1038.7236328125,1138.951171875,15.954101395441834,17.389577355734147,5991.337890625,5980.14404296875,7030.0615234375,7119.09521484375
90,83,3,27,831.48291015625,829.763671875,14.690330821159952,14.676213735906469,5244.32763671875,5238.91748046875,6075.810546875,6068.68115234375
91,83,3,28,856.1962890625,780.72265625,15.893176218850874,14.63127569237352,4959.09619140625,4945.62353515625,5815.29248046875,5726.34619140625
92,83,3,29,4383.900390625,4412.521484375,38.087097184451665,38.395372863447776,9318.248046875,9286.0654296875,13702.1484375,13698.5869140625
93,83,3,30,4387.4873046875,4330.61962890625,44.04161183668796,43.597597693253846,7768.396484375,7767.85107421875,12155.8837890625,12098.470703125
94,83,3,31,5351.552734375,5376.5654296875,60.4883916714397,60.68518804285525,6171.462890625,6171.4833984375,11523.015625,11548.048828125
95,83,3,32,3476.24267578125,3451.72705078125,49.242951384988594,48.917808740541346,5321.24951171875,5330.31298828125,8797.4921875,8782.0400390625
96,83,4,1,4602.21923828125,4579.73779296875,48.67858867111749,48.451973552141766,7153.18896484375,7162.24951171875,11755.408203125,11741.9873046875
97,83,4,2,3664.5517578125,3714.77685546875,42.96142620219261,43.477194692074995,6697.5888671875,6686.80810546875,10362.140625,10401.5849609375
98,83,4,3,2732.53564453125,2693.17626953125,39.81178120708905,39.298748938020886,5497.36767578125,5506.49560546875,8229.9033203125,8199.671875
99,83,4,4,4755.36328125,4748.71484375,42.97285262021431,43.07515087026672,8688.2890625,8649.8984375,13443.65234375,13398.61328125
100,83,4,5,4425.59375,4562.740234375,40.933396861670055,42.033232574040085,8598.8974609375,8573.7080078125,13024.4912109375,13136.4482421875
101,83,4,6,3407.6279296875,3510.79345703125,36.95895507765127,37.814794362049014,7516.2197265625,7528.78271484375,10923.84765625,11039.576171875
102,83,4,7,3938.21923828125,3711.00537109375,50.41136763738745,48.22436687005979,5843.05517578125,5839.78857421875,9781.2744140625,9550.7939453125
103,83,4,8,4674.0029296875,4674.572265625,54.75718738430603,54.58014866789082,6198.869140625,6227.3154296875,10872.8720703125,10901.8876953125
104,83,4,9,3615.62939453125,3561.7294921875,41.39035493214713,40.74292156430362,6927.62451171875,6961.0947265625,10543.25390625,10522.82421875
105,83,4,10,5870.1953125,6004.4140625,49.80046525658083,50.690408789177965,8852.3330078125,8843.0595703125,14722.5283203125,14847.4736328125
106,83,4,11,5607.6728515625,5426.9091796875,47.712439643390816,46.41135094604858,8949.2265625,8979.609375,14556.8994140625,14406.5185546875
107,83,4,12,4802.201171875,4748.18994140625,50.58335211475363,50.30795362164447,7092.5390625,7064.15380859375,11894.740234375,11812.34375
108,83,4,13,6023.45751953125,5949.287109375,59.21562123633319,58.79920697266419,7160.34619140625,7143.328125,13183.8037109375,13092.615234375
109,83,4,14,5209.5869140625,5260.376953125,48.21583190799451,48.36906280611585,8199.9287109375,8245.310546875,13409.515625,13505.6875
110,83,4,15,7123.86669921875,7040.31103515625,67.17413955124478,66.27023570205266,7043.14013671875,7103.48388671875,14167.0068359375,14143.794921875
111,83,4,16,5599.65625,5702.9189453125,59.77242885847917,60.519685982678304,6568.46484375,6571.787109375,12168.12109375,12274.7060546875
112,83,4,17,1092.7509765625,1042.66015625,23.145374139528727,22.19833323925357,4174.87451171875,4175.68994140625,5267.62548828125,5218.35009765625
113,83,4,18,4945.9296875,4974.23828125,74.261760273831,74.61851113684523,4187.1650390625,4179.1064453125,9133.0947265625,9153.3447265625
114,83,4,19,3008.458984375,3073.6337890625,33.60868715694186,34.275318032684055,7447.203125,7430.66796875,10455.662109375,10504.3017578125
115,83,4,20,5525.11572265625,5485.9931640625,61.37202147021183,60.98111337165818,6240.10400390625,6253.220703125,11765.2197265625,11739.2138671875
116,83,4,21,6850.5556640625,6787.01171875,53.7257168642975,53.301949920755355,9325.7021484375,9339.6337890625,16176.2578125,16126.6455078125
117,83,4,22,2291.1484375,2206.0,23.139058369871893,22.432854191174762,8756.0751953125,8730.791015625,11047.2236328125,10936.791015625
118,83,4,23,2314.48876953125,2238.1435546875,33.01635106121555,32.05015962786524,5852.88427734375,5864.1806640625,8167.373046875,8102.32421875
119,83,4,24,854.80517578125,789.732421875,12.373152710926357,11.455320466615138,6481.14501953125,6499.15673828125,7335.9501953125,7288.88916015625
120,83,4,25,2944.38671875,3003.51025390625,40.0790294315908,40.70044296019101,5874.2587890625,5877.79638671875,8818.6455078125,8881.306640625
121,83,4,26,986.052734375,941.67041015625,15.29854780021577,14.690780312563797,5952.37451171875,5939.1064453125,6938.42724609375,6880.77685546875
122,83,4,27,805.35888671875,781.23779296875,14.371734637329087,13.957614250528087,5201.08984375,5206.5966796875,6006.44873046875,5987.83447265625
123,83,4,28,874.8466796875,809.56982421875,16.278856991254486,15.15326467139422,4936.705078125,4937.75927734375,5811.5517578125,5747.3291015625
124,83,4,29,3393.9453125,3535.7802734375,31.136401610664176,32.31326807443163,9203.2763671875,9174.3037109375,12597.2216796875,12710.083984375
125,83,4,30,3400.87841796875,3323.58642578125,36.49100649807208,35.82808574142508,7619.33251953125,7614.68994140625,11020.2109375,10938.2763671875
126,83,4,31,5136.68798828125,5107.9013671875,58.76790560432427,58.73470374099327,6172.29052734375,6142.61328125,11308.978515625,11250.5146484375
127,83,4,32,3250.19775390625,3213.33642578125,47.04653252247085,46.70166629433524,5283.37548828125,5273.89208984375,8533.5732421875,8487.228515625
128,54,1,1,5856.9033203125,5955.8115234375,59.72972644590008,60.49816454625119,6877.2236328125,6866.708984375,12734.126953125,12822.5205078125
129,54,1,2,5185.31640625,5101.74462890625,59.099370157476216,58.280363386958875,6181.236328125,6202.92431640625,11366.552734375,11304.6689453125
130,54,1,3,3458.7119140625,3420.1943359375,47.12433428474242,46.74036295364618,5610.189453125,5607.3349609375,9068.9013671875,9027.529296875
131,54,1,4,6044.904296875,6063.0439453125,53.17106176734423,53.32713243440054,8346.333984375,8338.0068359375,14391.23828125,14401.05078125
132,54,1,5,5768.572265625,5931.8134765625,51.60289080138251,52.75078559384503,8294.4912109375,8279.0693359375,14063.0634765625,14210.8828125
133,54,1,6,4908.3505859375,4980.57421875,47.81015884937931,48.206737873757355,7812.158203125,7841.41015625,12720.5087890625,12821.984375
134,54,1,7,5501.33154296875,5496.6318359375,65.23960428879002,65.10346134218445,5681.83740234375,5694.6025390625,11183.1689453125,11191.234375
135,54,1,8,6042.28076171875,6105.8115234375,65.21374425480862,65.63184742018967,6244.20849609375,6250.216796875,12286.4892578125,12356.0283203125
136,54,1,9,5305.3125,5285.37109375,59.414757031348856,59.29761261212896,6276.6279296875,6270.609375,11581.9404296875,11555.98046875
137,54,1,10,9563.0908203125,9713.86328125,74.47585304643852,75.1117350749819,8058.9794921875,8075.61962890625,17622.0703125,17789.482421875
138,54,1,11,6091.732421875,6034.876953125,52.81032553533246,52.56519832287141,8489.25,8463.3076171875,14580.982421875,14498.1845703125
139,54,1,12,7716.43994140625,7710.98876953125,74.555953094569,74.32417549989877,6491.64404296875,6519.31103515625,14208.083984375,14230.2998046875
140,54,1,13,9460.90625,9496.3486328125,81.65144813383937,81.54014671130516,6856.4892578125,6898.0498046875,16317.3955078125,16394.3984375
141,54,1,14,5856.98388671875,5856.64208984375,53.26077940964385,52.97247105138917,8068.31298828125,8127.68994140625,13925.296875,13984.33203125
142,54,1,15,11741.638671875,11548.5498046875,95.03911970564319,94.21275483108933,6483.712890625,6483.6728515625,18225.3515625,18032.22265625
143,54,1,16,8028.13818359375,8092.09033203125,76.41296077242698,77.02341330179385,6492.18310546875,6459.96826171875,14520.3212890625,14552.05859375
144,54,1,17,3997.84130859375,3946.36474609375,44.64283513809511,44.25350122694066,6956.24853515625,6944.45068359375,10954.08984375,10890.8154296875
145,54,1,18,9227.466796875,9282.130859375,78.10948921582137,78.88530307249182,7199.76904296875,7125.55126953125,16427.236328125,16407.681640625
146,54,1,19,-1158.32421875,-1065.447265625,-18.17492006782551,-16.74715581267533,6952.36328125,6894.68310546875,5794.0390625,5829.23583984375
147,54,1,20,4821.037109375,4875.2392578125,45.97621442407987,46.47444580174446,8075.4189453125,8052.53125,12896.4560546875,12927.7705078125
148,54,1,21,8121.021484375,8142.2451171875,55.02129712340462,54.95410636934782,10699.267578125,10745.3232421875,18820.2890625,18887.568359375
149,54,1,22,3363.2216796875,3286.9384765625,33.208106469929255,32.553961044249185,8446.1025390625,8453.423828125,11809.32421875,11740.3623046875
150,54,1,23,2936.35888671875,2844.95068359375,38.01041192220968,37.2224206211042,6256.96435546875,6220.63525390625,9193.3232421875,9065.5859375
151,54,1,24,1081.904296875,1096.38916015625,15.452484902594335,15.668158164450121,6460.53857421875,6449.3681640625,7542.44287109375,7545.75732421875
152,54,1,25,3876.06787109375,3899.84326171875,50.56638366381192,50.82322527406586,5727.27197265625,5723.42724609375,9603.33984375,9623.2705078125
153,54,1,26,1155.9140625,1128.12548828125,17.657673355061764,17.33448626424126,5968.28515625,5943.92041015625,7124.19921875,7072.0458984375
154,54,1,27,851.3798828125,840.10498046875,14.854688873623974,14.772088609779413,5305.6982421875,5267.05810546875,6157.078125,6107.1630859375
155,54,1,28,893.70361328125,873.48779296875,16.680005409618186,16.325176082365846,4911.08154296875,4913.81298828125,5804.78515625,5787.30078125
156,54,1,29,5530.6396484375,5465.912109375,50.88130320822973,50.17588157507489,8104.369140625,8160.548828125,13635.0087890625,13626.4609375
157,54,1,30,4768.78369140625,4777.55908203125,51.40032042871472,51.284276731405775,6893.33935546875,6927.05615234375,11662.123046875,11704.615234375
158,54,1,31,6704.2705078125,6660.80908203125,76.03217303666952,75.76298174757626,5465.5400390625,5461.23583984375,12169.810546875,12122.044921875
159,54,1,32,4079.5615234375,4080.26904296875,57.89439365647661,57.727727162070266,5006.7763671875,5027.99267578125,9086.337890625,9108.26171875
160,54,2,1,8255.046875,8092.59326171875,74.63352779043767,73.97221896157188,6933.25146484375,6893.74755859375,15188.298828125,14986.3408203125
161,54,2,2,5939.14501953125,5963.6015625,64.95536570155274,65.24729580810991,6173.85205078125,6158.197265625,12112.9970703125,12121.798828125
162,54,2,3,4238.673828125,4216.69970703125,55.241971151343506,55.049990444437555,5553.5859375,5551.41455078125,9792.259765625,9768.1142578125
163,54,2,4,6665.72021484375,6627.0712890625,57.84317838030228,57.47713744904988,8190.91943359375,8216.390625,14856.6396484375,14843.4619140625
164,54,2,5,6747.6357421875,6597.2607421875,58.49588023377428,57.45014735876758,8161.4140625,8184.822265625,14909.0498046875,14782.0830078125
165,54,2,6,6282.41650390625,6282.8525390625,57.81703999006365,57.63345478181914,7724.82080078125,7759.97265625,14007.2373046875,14042.8251953125
166,54,2,7,6479.7119140625,6448.2353515625,73.07429603260226,72.84177201505068,5627.4365234375,5628.2685546875,12107.1484375,12076.50390625
167,54,2,8,7282.046875,7346.75537109375,73.40609020774819,73.90628567319357,6279.1982421875,6267.25927734375,13561.2451171875,13614.0146484375
168,54,2,9,6597.13427734375,6698.05615234375,69.1611934464482,69.53659501701053,6240.21337890625,6283.39111328125,12837.34765625,12981.447265625
169,54,2,10,10820.888671875,10917.42578125,80.72596168241722,81.44405302082129,7994.02685546875,7946.10302734375,18814.916015625,18863.529296875
170,54,2,11,7749.578125,7619.349609375,63.04397755429597,62.22059218630641,8417.5478515625,8436.029296875,16167.1259765625,16055.37890625
171,54,2,12,8851.564453125,8931.435546875,81.28873466991571,81.72012208083544,6463.259765625,6463.57958984375,15314.82421875,15395.015625
172,54,2,13,10849.265625,10816.625,88.95314286775763,88.66199618335276,6771.97509765625,6791.53076171875,17621.240234375,17608.15625
173,54,2,14,8349.90625,8397.3974609375,68.53292966334776,68.7304034143099,8008.833984375,8019.1806640625,16358.740234375,16416.578125
174,54,2,15,12855.1171875,12850.712890625,101.15661661054898,100.96011282501468,6280.57470703125,6303.14892578125,19135.69140625,19153.861328125
175,54,2,16,9087.0546875,9131.6630859375,82.63091335805504,83.23243660872359,6453.63330078125,6405.447265625,15540.6884765625,15537.1103515625
176,54,2,17,5145.25439453125,5222.51806640625,54.657796708212366,55.06700940643133,6840.95068359375,6872.67333984375,11986.205078125,12095.19140625
177,54,2,18,11505.5869140625,11123.595703125,92.22887926654776,90.66352636654196,6722.2431640625,6707.29833984375,18227.830078125,17830.89453125
178,54,2,19,5345.57666015625,5335.39306640625,54.751856395906294,54.824611577562564,7090.49072265625,7064.05126953125,12436.0673828125,12399.4443359375
179,54,2,20,7387.28271484375,7383.6650390625,67.07767523192526,67.139832393573,7319.38623046875,7305.611328125,14706.6689453125,14689.2763671875
180,54,2,21,10862.3603515625,10668.1083984375,72.96082332813783,71.73793040224726,9456.7548828125,9536.8916015625,20319.115234375,20205.0
181,54,2,22,4293.615234375,4153.392578125,41.49882983558234,40.57457482821217,8199.544921875,8159.7451171875,12493.16015625,12313.1376953125
182,54,2,23,3574.91650390625,3662.875,45.287841462130736,46.05316616868021,6106.30810546875,6122.1416015625,9681.224609375,9785.0166015625
183,54,2,24,1145.234375,1233.85009765625,16.40815323137655,17.560685191434526,6407.04931640625,6409.2822265625,7552.28369140625,7643.13232421875
184,54,2,25,5101.19775390625,5130.6669921875,62.1989360411333,62.48319229489366,5650.82373046875,5645.94140625,10752.021484375,10776.6083984375
185,54,2,26,1279.8173828125,1345.3369140625,19.417806443200828,20.437763126232646,5951.03857421875,5909.93505859375,7230.85595703125,7255.27197265625
186,54,2,27,944.30029296875,978.56103515625,16.555110911445475,17.072221003104886,5231.830078125,5242.6103515625,6176.13037109375,6221.17138671875
187,54,2,28,1039.11572265625,1063.548828125,19.16926567457587,19.629287610714773,4901.1806640625,4886.39892578125,5940.29638671875,5949.94775390625
188,54,2,29,5837.98828125,5804.6728515625,53.82174353062751,53.487609722315455,7927.9013671875,7950.0322265625,13765.8896484375,13754.705078125
189,54,2,30,5998.0302734375,5970.87451171875,61.16078959176304,61.142274709335034,6807.9716796875,6780.10498046875,12806.001953125,12750.9794921875
190,54,2,31,7221.6123046875,7453.9482421875,80.43320783678008,81.85173603671598,5367.58984375,5379.671875,12589.2021484375,12833.6201171875
191,54,2,32,4686.15576171875,4806.44580078125,63.749318649779404,65.15872989605556,5007.83349609375,4973.29541015625,9693.9892578125,9779.7412109375
192,54,3,1,6979.8369140625,6978.951171875,67.1097456340445,67.03180744968988,6910.712890625,6921.9267578125,13890.5498046875,13900.8779296875
193,54,3,2,5445.076171875,5448.1796875,60.830032138983015,61.04499195540546,6228.7578125,6200.76953125,11673.833984375,11648.94921875
194,54,3,3,3274.8056640625,3160.28125,45.28968324309906,44.03798166508426,5593.3955078125,5596.1220703125,8868.201171875,8756.4033203125
195,54,3,4,5176.06640625,5238.998046875,47.24048753775465,47.68862698302076,8368.810546875,8366.3447265625,13544.876953125,13605.3427734375
196,54,3,5,5172.037109375,5136.6123046875,47.36086371489082,47.27678289745813,8334.46875,8296.671875,13506.505859375,13433.2841796875
197,54,3,6,4532.08154296875,4577.48388671875,44.66957318546311,45.034634832097595,7879.75048828125,7875.62158203125,12411.83203125,12453.10546875
198,54,3,7,5524.884765625,5466.9453125,65.55109908368367,64.94934193298984,5665.9208984375,5683.7724609375,11190.8056640625,11150.7177734375
199,54,3,8,6332.64208984375,6269.6171875,67.04108630820997,66.58986464291571,6279.59130859375,6280.4638671875,12612.2333984375,12550.0810546875
